"","V1","V2"
"185",0,-1.6
"186",0.1,-1.6
"187",0.2,-1.6
"188",0.3,-1.6
"189",0.4,-1.6
"190",0.5,-1.6
"191",0.6,-1.6
"192",0.7,-1.6
"193",0.8,-1.6
"194",0.9,-1.6
"195",1,-1.6
"196",1.1,-1.6
"197",1.2,-1.6
"198",1.3,-1.6
"199",1.4,-1.6
"200",1.5,-1.6
"201",1.6,-1.6
"202",1.7,-1.6
"203",1.8,-1.6
"204",1.9,-1.6
"205",2,-1.6
"206",-2,-1.5
"207",-1.9,-1.5
"208",-1.8,-1.5
"209",-1.7,-1.5
"210",-1.6,-1.5
"211",-1.5,-1.5
"212",-1.4,-1.5
"213",-1.3,-1.5
"214",-1.2,-1.5
"215",-1.1,-1.5
"216",-1,-1.5
"217",-0.9,-1.5
"218",-0.8,-1.5
"219",-0.7,-1.5
"220",-0.6,-1.5
"221",-0.5,-1.5
"222",-0.4,-1.5
"223",-0.3,-1.5
"224",-0.2,-1.5
"225",-0.0999999999999999,-1.5
"226",0,-1.5
"227",0.1,-1.5
"228",0.2,-1.5
"229",0.3,-1.5
"230",0.4,-1.5
"231",0.5,-1.5
"232",0.6,-1.5
"233",0.7,-1.5
"234",0.8,-1.5
"235",0.9,-1.5
"236",1,-1.5
"237",1.1,-1.5
"238",1.2,-1.5
"239",1.3,-1.5
"240",1.4,-1.5
"241",1.5,-1.5
"242",1.6,-1.5
"243",1.7,-1.5
"244",1.8,-1.5
"245",1.9,-1.5
"246",2,-1.5
"247",-2,-1.4
"248",-1.9,-1.4
"249",-1.8,-1.4
"250",-1.7,-1.4
"251",-1.6,-1.4
"252",-1.5,-1.4
"253",-1.4,-1.4
"254",-1.3,-1.4
"255",-1.2,-1.4
"256",-1.1,-1.4
"257",-1,-1.4
"258",-0.9,-1.4
"259",-0.8,-1.4
"260",-0.7,-1.4
"261",-0.6,-1.4
"262",-0.5,-1.4
"263",-0.4,-1.4
"264",-0.3,-1.4
"265",-0.2,-1.4
"266",-0.0999999999999999,-1.4
"267",0,-1.4
"268",0.1,-1.4
"269",0.2,-1.4
"270",0.3,-1.4
"271",0.4,-1.4
"272",0.5,-1.4
"273",0.6,-1.4
"274",0.7,-1.4
"275",0.8,-1.4
"276",0.9,-1.4
"277",1,-1.4
"278",1.1,-1.4
"279",1.2,-1.4
"280",1.3,-1.4
"281",1.4,-1.4
"282",1.5,-1.4
"283",1.6,-1.4
"284",1.7,-1.4
"285",1.8,-1.4
"286",1.9,-1.4
"287",2,-1.4
"288",-2,-1.3
"289",-1.9,-1.3
"290",-1.8,-1.3
"291",-1.7,-1.3
"292",-1.6,-1.3
"293",-1.5,-1.3
"294",-1.4,-1.3
"295",-1.3,-1.3
"296",-1.2,-1.3
"297",-1.1,-1.3
"298",-1,-1.3
"299",-0.9,-1.3
"300",-0.8,-1.3
"301",-0.7,-1.3
"302",-0.6,-1.3
"303",-0.5,-1.3
"304",-0.4,-1.3
"305",-0.3,-1.3
"306",-0.2,-1.3
"307",-0.0999999999999999,-1.3
"308",0,-1.3
"309",0.1,-1.3
"310",0.2,-1.3
"311",0.3,-1.3
"312",0.4,-1.3
"313",0.5,-1.3
"314",0.6,-1.3
"315",0.7,-1.3
"316",0.8,-1.3
"317",0.9,-1.3
"318",1,-1.3
"319",1.1,-1.3
"320",1.2,-1.3
"321",1.3,-1.3
"322",1.4,-1.3
"323",1.5,-1.3
"324",1.6,-1.3
"325",1.7,-1.3
"326",1.8,-1.3
"327",1.9,-1.3
"328",2,-1.3
"329",-2,-1.2
"330",-1.9,-1.2
"331",-1.8,-1.2
"332",-1.7,-1.2
"333",-1.6,-1.2
"334",-1.5,-1.2
"335",-1.4,-1.2
"336",-1.3,-1.2
"337",-1.2,-1.2
"338",-1.1,-1.2
"339",-1,-1.2
"340",-0.9,-1.2
"341",-0.8,-1.2
"342",-0.7,-1.2
"343",-0.6,-1.2
"344",-0.5,-1.2
"345",-0.4,-1.2
"346",-0.3,-1.2
"347",-0.2,-1.2
"348",-0.0999999999999999,-1.2
"349",0,-1.2
"350",0.1,-1.2
"351",0.2,-1.2
"352",0.3,-1.2
"353",0.4,-1.2
"354",0.5,-1.2
"355",0.6,-1.2
"356",0.7,-1.2
"357",0.8,-1.2
"358",0.9,-1.2
"359",1,-1.2
"360",1.1,-1.2
"361",1.2,-1.2
"362",1.3,-1.2
"363",1.4,-1.2
"364",1.5,-1.2
"365",1.6,-1.2
"366",1.7,-1.2
"367",1.8,-1.2
"368",1.9,-1.2
"369",2,-1.2
"370",-2,-1.1
"371",-1.9,-1.1
"372",-1.8,-1.1
"373",-1.7,-1.1
"374",-1.6,-1.1
"375",-1.5,-1.1
"376",-1.4,-1.1
"377",-1.3,-1.1
"378",-1.2,-1.1
"379",-1.1,-1.1
"380",-1,-1.1
"381",-0.9,-1.1
"382",-0.8,-1.1
"383",-0.7,-1.1
"384",-0.6,-1.1
"385",-0.5,-1.1
"386",-0.4,-1.1
"387",-0.3,-1.1
"388",-0.2,-1.1
"389",-0.0999999999999999,-1.1
"390",0,-1.1
"391",0.1,-1.1
"392",0.2,-1.1
"393",0.3,-1.1
"394",0.4,-1.1
"395",0.5,-1.1
"396",0.6,-1.1
"397",0.7,-1.1
"398",0.8,-1.1
"399",0.9,-1.1
"400",1,-1.1
"401",1.1,-1.1
"402",1.2,-1.1
"403",1.3,-1.1
"404",1.4,-1.1
"405",1.5,-1.1
"406",1.6,-1.1
"407",1.7,-1.1
"408",1.8,-1.1
"409",1.9,-1.1
"410",2,-1.1
"411",-2,-1
"412",-1.9,-1
"413",-1.8,-1
"414",-1.7,-1
"415",-1.6,-1
"416",-1.5,-1
"417",-1.4,-1
"418",-1.3,-1
"419",-1.2,-1
"420",-1.1,-1
"421",-1,-1
"422",-0.9,-1
"423",-0.8,-1
"424",-0.7,-1
"425",-0.6,-1
"426",-0.5,-1
"427",-0.4,-1
"428",-0.3,-1
"429",-0.2,-1
"430",-0.0999999999999999,-1
"431",0,-1
"432",0.1,-1
"433",0.2,-1
"434",0.3,-1
"435",0.4,-1
"436",0.5,-1
"437",0.6,-1
"438",0.7,-1
"439",0.8,-1
"440",0.9,-1
"441",1,-1
"442",1.1,-1
"443",1.2,-1
"444",1.3,-1
"445",1.4,-1
"446",1.5,-1
"447",1.6,-1
"448",1.7,-1
"449",1.8,-1
"450",1.9,-1
"451",2,-1
"452",-2,-0.9
"453",-1.9,-0.9
"454",-1.8,-0.9
"455",-1.7,-0.9
"456",-1.6,-0.9
"457",-1.5,-0.9
"458",-1.4,-0.9
"459",-1.3,-0.9
"460",-1.2,-0.9
"461",-1.1,-0.9
"462",-1,-0.9
"463",-0.9,-0.9
"464",-0.8,-0.9
"465",-0.7,-0.9
"466",-0.6,-0.9
"467",-0.5,-0.9
"468",-0.4,-0.9
"469",-0.3,-0.9
"470",-0.2,-0.9
"471",-0.0999999999999999,-0.9
"472",0,-0.9
"473",0.1,-0.9
"474",0.2,-0.9
"475",0.3,-0.9
"476",0.4,-0.9
"477",0.5,-0.9
"478",0.6,-0.9
"479",0.7,-0.9
"480",0.8,-0.9
"481",0.9,-0.9
"482",1,-0.9
"483",1.1,-0.9
"484",1.2,-0.9
"485",1.3,-0.9
"486",1.4,-0.9
"487",1.5,-0.9
"488",1.6,-0.9
"489",1.7,-0.9
"490",1.8,-0.9
"491",1.9,-0.9
"492",2,-0.9
"493",-2,-0.8
"494",-1.9,-0.8
"495",-1.8,-0.8
"496",-1.7,-0.8
"497",-1.6,-0.8
"498",-1.5,-0.8
"499",-1.4,-0.8
"500",-1.3,-0.8
"501",-1.2,-0.8
"502",-1.1,-0.8
"503",-1,-0.8
"504",-0.9,-0.8
"505",-0.8,-0.8
"506",-0.7,-0.8
"507",-0.6,-0.8
"508",-0.5,-0.8
"509",-0.4,-0.8
"510",-0.3,-0.8
"511",-0.2,-0.8
"512",-0.0999999999999999,-0.8
"513",0,-0.8
"514",0.1,-0.8
"515",0.2,-0.8
"516",0.3,-0.8
"517",0.4,-0.8
"518",0.5,-0.8
"519",0.6,-0.8
"520",0.7,-0.8
"521",0.8,-0.8
"522",0.9,-0.8
"523",1,-0.8
"524",1.1,-0.8
"525",1.2,-0.8
"526",1.3,-0.8
"527",1.4,-0.8
"528",1.5,-0.8
"529",1.6,-0.8
"530",1.7,-0.8
"531",1.8,-0.8
"532",1.9,-0.8
"533",2,-0.8
"534",-2,-0.7
"535",-1.9,-0.7
"536",-1.8,-0.7
"537",-1.7,-0.7
"538",-1.6,-0.7
"539",-1.5,-0.7
"540",-1.4,-0.7
"541",-1.3,-0.7
"542",-1.2,-0.7
"543",-1.1,-0.7
"544",-1,-0.7
"545",-0.9,-0.7
"546",-0.8,-0.7
"547",-0.7,-0.7
"548",-0.6,-0.7
"549",-0.5,-0.7
"550",-0.4,-0.7
"551",-0.3,-0.7
"552",-0.2,-0.7
"553",-0.0999999999999999,-0.7
"554",0,-0.7
"555",0.1,-0.7
"556",0.2,-0.7
"557",0.3,-0.7
"558",0.4,-0.7
"559",0.5,-0.7
"560",0.6,-0.7
"561",0.7,-0.7
"562",0.8,-0.7
"563",0.9,-0.7
"564",1,-0.7
"565",1.1,-0.7
"566",1.2,-0.7
"567",1.3,-0.7
"568",1.4,-0.7
"569",1.5,-0.7
"570",1.6,-0.7
"571",1.7,-0.7
"572",1.8,-0.7
"573",1.9,-0.7
"574",2,-0.7
"575",-2,-0.6
"576",-1.9,-0.6
"577",-1.8,-0.6
"578",-1.7,-0.6
"579",-1.6,-0.6
"580",-1.5,-0.6
"581",-1.4,-0.6
"582",-1.3,-0.6
"583",-1.2,-0.6
"584",-1.1,-0.6
"585",-1,-0.6
"586",-0.9,-0.6
"587",-0.8,-0.6
"588",-0.7,-0.6
"589",-0.6,-0.6
"590",-0.5,-0.6
"591",-0.4,-0.6
"592",-0.3,-0.6
"593",-0.2,-0.6
"594",-0.0999999999999999,-0.6
"595",0,-0.6
"596",0.1,-0.6
"597",0.2,-0.6
"598",0.3,-0.6
"599",0.4,-0.6
"600",0.5,-0.6
"601",0.6,-0.6
"602",0.7,-0.6
"603",0.8,-0.6
"604",0.9,-0.6
"605",1,-0.6
"606",1.1,-0.6
"607",1.2,-0.6
"608",1.3,-0.6
"609",1.4,-0.6
"610",1.5,-0.6
"611",1.6,-0.6
"612",1.7,-0.6
"613",1.8,-0.6
"614",1.9,-0.6
"615",2,-0.6
"616",-2,-0.5
"617",-1.9,-0.5
"618",-1.8,-0.5
"619",-1.7,-0.5
"620",-1.6,-0.5
"621",-1.5,-0.5
"622",-1.4,-0.5
"623",-1.3,-0.5
"624",-1.2,-0.5
"625",-1.1,-0.5
"626",-1,-0.5
"627",-0.9,-0.5
"628",-0.8,-0.5
"629",-0.7,-0.5
"630",-0.6,-0.5
"631",-0.5,-0.5
"632",-0.4,-0.5
"633",-0.3,-0.5
"634",-0.2,-0.5
"635",-0.0999999999999999,-0.5
"636",0,-0.5
"637",0.1,-0.5
"638",0.2,-0.5
"639",0.3,-0.5
"640",0.4,-0.5
"641",0.5,-0.5
"642",0.6,-0.5
"643",0.7,-0.5
"644",0.8,-0.5
"645",0.9,-0.5
"646",1,-0.5
"647",1.1,-0.5
"648",1.2,-0.5
"649",1.3,-0.5
"650",1.4,-0.5
"651",1.5,-0.5
"652",1.6,-0.5
"653",1.7,-0.5
"654",1.8,-0.5
"655",1.9,-0.5
"656",2,-0.5
"657",-2,-0.4
"658",-1.9,-0.4
"659",-1.8,-0.4
"660",-1.7,-0.4
"661",-1.6,-0.4
"662",-1.5,-0.4
"663",-1.4,-0.4
"664",-1.3,-0.4
"665",-1.2,-0.4
"666",-1.1,-0.4
"667",-1,-0.4
"668",-0.9,-0.4
"669",-0.8,-0.4
"670",-0.7,-0.4
"671",-0.6,-0.4
"672",-0.5,-0.4
"673",-0.4,-0.4
"674",-0.3,-0.4
"675",-0.2,-0.4
"676",-0.0999999999999999,-0.4
"677",0,-0.4
"678",0.1,-0.4
"679",0.2,-0.4
"680",0.3,-0.4
"681",0.4,-0.4
"682",0.5,-0.4
"683",0.6,-0.4
"684",0.7,-0.4
"685",0.8,-0.4
"686",0.9,-0.4
"687",1,-0.4
"688",1.1,-0.4
"689",1.2,-0.4
"690",1.3,-0.4
"691",1.4,-0.4
"692",1.5,-0.4
"693",1.6,-0.4
"694",1.7,-0.4
"695",1.8,-0.4
"696",1.9,-0.4
"697",2,-0.4
"698",-2,-0.3
"699",-1.9,-0.3
"700",-1.8,-0.3
"701",-1.7,-0.3
"702",-1.6,-0.3
"703",-1.5,-0.3
"704",-1.4,-0.3
"705",-1.3,-0.3
"706",-1.2,-0.3
"707",-1.1,-0.3
"708",-1,-0.3
"709",-0.9,-0.3
"710",-0.8,-0.3
"711",-0.7,-0.3
"712",-0.6,-0.3
"713",-0.5,-0.3
"714",-0.4,-0.3
"715",-0.3,-0.3
"716",-0.2,-0.3
"717",-0.0999999999999999,-0.3
"718",0,-0.3
"719",0.1,-0.3
"720",0.2,-0.3
"721",0.3,-0.3
"722",0.4,-0.3
"723",0.5,-0.3
"724",0.6,-0.3
"725",0.7,-0.3
"726",0.8,-0.3
"727",0.9,-0.3
"728",1,-0.3
"729",1.1,-0.3
"730",1.2,-0.3
"731",1.3,-0.3
"732",1.4,-0.3
"733",1.5,-0.3
"734",1.6,-0.3
"735",1.7,-0.3
"736",1.8,-0.3
"737",1.9,-0.3
"738",2,-0.3
"739",-2,-0.2
"740",-1.9,-0.2
"741",-1.8,-0.2
"742",-1.7,-0.2
"743",-1.6,-0.2
"744",-1.5,-0.2
"745",-1.4,-0.2
"746",-1.3,-0.2
"747",-1.2,-0.2
"748",-1.1,-0.2
"749",-1,-0.2
"750",-0.9,-0.2
"751",-0.8,-0.2
"752",-0.7,-0.2
"753",-0.6,-0.2
"754",-0.5,-0.2
"755",-0.4,-0.2
"756",-0.3,-0.2
"757",-0.2,-0.2
"758",-0.0999999999999999,-0.2
"759",0,-0.2
"760",0.1,-0.2
"761",0.2,-0.2
"762",0.3,-0.2
"763",0.4,-0.2
"764",0.5,-0.2
"765",0.6,-0.2
"766",0.7,-0.2
"767",0.8,-0.2
"768",0.9,-0.2
"769",1,-0.2
"770",1.1,-0.2
"771",1.2,-0.2
"772",1.3,-0.2
"773",1.4,-0.2
"774",1.5,-0.2
"775",1.6,-0.2
"776",1.7,-0.2
"777",1.8,-0.2
"778",1.9,-0.2
"779",2,-0.2
"780",-2,-0.0999999999999999
"781",-1.9,-0.0999999999999999
"782",-1.8,-0.0999999999999999
"783",-1.7,-0.0999999999999999
"784",-1.6,-0.0999999999999999
"785",-1.5,-0.0999999999999999
"786",-1.4,-0.0999999999999999
"787",-1.3,-0.0999999999999999
"788",-1.2,-0.0999999999999999
"789",-1.1,-0.0999999999999999
"790",-1,-0.0999999999999999
"791",-0.9,-0.0999999999999999
"792",-0.8,-0.0999999999999999
"793",-0.7,-0.0999999999999999
"794",-0.6,-0.0999999999999999
"795",-0.5,-0.0999999999999999
"796",-0.4,-0.0999999999999999
"797",-0.3,-0.0999999999999999
"798",-0.2,-0.0999999999999999
"799",-0.0999999999999999,-0.0999999999999999
"800",0,-0.0999999999999999
"801",0.1,-0.0999999999999999
"802",0.2,-0.0999999999999999
"803",0.3,-0.0999999999999999
"804",0.4,-0.0999999999999999
"805",0.5,-0.0999999999999999
"806",0.6,-0.0999999999999999
"807",0.7,-0.0999999999999999
"808",0.8,-0.0999999999999999
"809",0.9,-0.0999999999999999
"810",1,-0.0999999999999999
"811",1.1,-0.0999999999999999
"812",1.2,-0.0999999999999999
"813",1.3,-0.0999999999999999
"814",1.4,-0.0999999999999999
"815",1.5,-0.0999999999999999
"816",1.6,-0.0999999999999999
"817",1.7,-0.0999999999999999
"818",1.8,-0.0999999999999999
"819",1.9,-0.0999999999999999
"820",2,-0.0999999999999999
"821",-2,0
"822",-1.9,0
"823",-1.8,0
"824",-1.7,0
"825",-1.6,0
"826",-1.5,0
"827",-1.4,0
"828",-1.3,0
"829",-1.2,0
"830",-1.1,0
"831",-1,0
"832",-0.9,0
"833",-0.8,0
"834",-0.7,0
"835",-0.6,0
"836",-0.5,0
"837",-0.4,0
"838",-0.3,0
"839",-0.2,0
"840",-0.0999999999999999,0
"841",0,0
"842",0.1,0
"843",0.2,0
"844",0.3,0
"845",0.4,0
"846",0.5,0
"847",0.6,0
"848",0.7,0
"849",0.8,0
"850",0.9,0
"851",1,0
"852",1.1,0
"853",1.2,0
"854",1.3,0
"855",1.4,0
"856",1.5,0
"857",1.6,0
"858",1.7,0
"859",1.8,0
"860",1.9,0
"861",2,0
"862",-2,0.1
"863",-1.9,0.1
"864",-1.8,0.1
"865",-1.7,0.1
"866",-1.6,0.1
"867",-1.5,0.1
"868",-1.4,0.1
"869",-1.3,0.1
"870",-1.2,0.1
"871",-1.1,0.1
"872",-1,0.1
"873",-0.9,0.1
"874",-0.8,0.1
"875",-0.7,0.1
"876",-0.6,0.1
"877",-0.5,0.1
"878",-0.4,0.1
"879",-0.3,0.1
"880",-0.2,0.1
"881",-0.0999999999999999,0.1
"882",0,0.1
"883",0.1,0.1
"884",0.2,0.1
"885",0.3,0.1
"886",0.4,0.1
"887",0.5,0.1
"888",0.6,0.1
"889",0.7,0.1
"890",0.8,0.1
"891",0.9,0.1
"892",1,0.1
"893",1.1,0.1
"894",1.2,0.1
"895",1.3,0.1
"896",1.4,0.1
"897",1.5,0.1
"898",1.6,0.1
"899",1.7,0.1
"900",1.8,0.1
"901",1.9,0.1
"902",2,0.1
"903",-2,0.2
"904",-1.9,0.2
"905",-1.8,0.2
"906",-1.7,0.2
"907",-1.6,0.2
"908",-1.5,0.2
"909",-1.4,0.2
"910",-1.3,0.2
"911",-1.2,0.2
"912",-1.1,0.2
"913",-1,0.2
"914",-0.9,0.2
"915",-0.8,0.2
"916",-0.7,0.2
"917",-0.6,0.2
"918",-0.5,0.2
"919",-0.4,0.2
"920",-0.3,0.2
"921",-0.2,0.2
"922",-0.0999999999999999,0.2
"923",0,0.2
"924",0.1,0.2
"925",0.2,0.2
"926",0.3,0.2
"927",0.4,0.2
"928",0.5,0.2
"929",0.6,0.2
"930",0.7,0.2
"931",0.8,0.2
"932",0.9,0.2
"933",1,0.2
"934",1.1,0.2
"935",1.2,0.2
"936",1.3,0.2
"937",1.4,0.2
"938",1.5,0.2
"939",1.6,0.2
"940",1.7,0.2
"941",1.8,0.2
"942",1.9,0.2
"943",2,0.2
"944",-2,0.3
"945",-1.9,0.3
"946",-1.8,0.3
"947",-1.7,0.3
"948",-1.6,0.3
"949",-1.5,0.3
"950",-1.4,0.3
"951",-1.3,0.3
"952",-1.2,0.3
"953",-1.1,0.3
"954",-1,0.3
"955",-0.9,0.3
"956",-0.8,0.3
"957",-0.7,0.3
"958",-0.6,0.3
"959",-0.5,0.3
"960",-0.4,0.3
"961",-0.3,0.3
"962",-0.2,0.3
"963",-0.0999999999999999,0.3
"964",0,0.3
"965",0.1,0.3
"966",0.2,0.3
"967",0.3,0.3
"968",0.4,0.3
"969",0.5,0.3
"970",0.6,0.3
"971",0.7,0.3
"972",0.8,0.3
"973",0.9,0.3
"974",1,0.3
"975",1.1,0.3
"976",1.2,0.3
"977",1.3,0.3
"978",1.4,0.3
"979",1.5,0.3
"980",1.6,0.3
"981",1.7,0.3
"982",1.8,0.3
"983",1.9,0.3
"984",2,0.3
"985",-2,0.4
"986",-1.9,0.4
"987",-1.8,0.4
"988",-1.7,0.4
"989",-1.6,0.4
"990",-1.5,0.4
"991",-1.4,0.4
"992",-1.3,0.4
"993",-1.2,0.4
"994",-1.1,0.4
"995",-1,0.4
"996",-0.9,0.4
"997",-0.8,0.4
"998",-0.7,0.4
"999",-0.6,0.4
"1000",-0.5,0.4
"1001",-0.4,0.4
"1002",-0.3,0.4
"1003",-0.2,0.4
"1004",-0.0999999999999999,0.4
"1005",0,0.4
"1006",0.1,0.4
"1007",0.2,0.4
"1008",0.3,0.4
"1009",0.4,0.4
"1010",0.5,0.4
"1011",0.6,0.4
"1012",0.7,0.4
"1013",0.8,0.4
"1014",0.9,0.4
"1015",1,0.4
"1016",1.1,0.4
"1017",1.2,0.4
"1018",1.3,0.4
"1019",1.4,0.4
"1020",1.5,0.4
"1021",1.6,0.4
"1022",1.7,0.4
"1023",1.8,0.4
"1024",1.9,0.4
"1025",2,0.4
"1026",-2,0.5
"1027",-1.9,0.5
"1028",-1.8,0.5
"1029",-1.7,0.5
"1030",-1.6,0.5
"1031",-1.5,0.5
"1032",-1.4,0.5
"1033",-1.3,0.5
"1034",-1.2,0.5
"1035",-1.1,0.5
"1036",-1,0.5
"1037",-0.9,0.5
"1038",-0.8,0.5
"1039",-0.7,0.5
"1040",-0.6,0.5
"1041",-0.5,0.5
"1042",-0.4,0.5
"1043",-0.3,0.5
"1044",-0.2,0.5
"1045",-0.0999999999999999,0.5
"1046",0,0.5
"1047",0.1,0.5
"1048",0.2,0.5
"1049",0.3,0.5
"1050",0.4,0.5
"1051",0.5,0.5
"1052",0.6,0.5
"1053",0.7,0.5
"1054",0.8,0.5
"1055",0.9,0.5
"1056",1,0.5
"1057",1.1,0.5
"1058",1.2,0.5
"1059",1.3,0.5
"1060",1.4,0.5
"1061",1.5,0.5
"1062",1.6,0.5
"1063",1.7,0.5
"1064",1.8,0.5
"1065",1.9,0.5
"1066",2,0.5
"1067",-2,0.6
"1068",-1.9,0.6
"1069",-1.8,0.6
"1070",-1.7,0.6
"1071",-1.6,0.6
"1072",-1.5,0.6
"1073",-1.4,0.6
"1074",-1.3,0.6
"1075",-1.2,0.6
"1076",-1.1,0.6
"1077",-1,0.6
"1078",-0.9,0.6
"1079",-0.8,0.6
"1080",-0.7,0.6
"1081",-0.6,0.6
"1082",-0.5,0.6
"1083",-0.4,0.6
"1084",-0.3,0.6
"1085",-0.2,0.6
"1086",-0.0999999999999999,0.6
"1087",0,0.6
"1088",0.1,0.6
"1089",0.2,0.6
"1090",0.3,0.6
"1091",0.4,0.6
"1092",0.5,0.6
"1093",0.6,0.6
"1094",0.7,0.6
"1095",0.8,0.6
"1096",0.9,0.6
"1097",1,0.6
"1098",1.1,0.6
"1099",1.2,0.6
"1100",1.3,0.6
"1101",1.4,0.6
"1102",1.5,0.6
"1103",1.6,0.6
"1104",1.7,0.6
"1105",1.8,0.6
"1106",1.9,0.6
"1107",2,0.6
"1108",-2,0.7
"1109",-1.9,0.7
"1110",-1.8,0.7
"1111",-1.7,0.7
"1112",-1.6,0.7
"1113",-1.5,0.7
"1114",-1.4,0.7
"1115",-1.3,0.7
"1116",-1.2,0.7
"1117",-1.1,0.7
"1118",-1,0.7
"1119",-0.9,0.7
"1120",-0.8,0.7
"1121",-0.7,0.7
"1122",-0.6,0.7
"1123",-0.5,0.7
"1124",-0.4,0.7
"1125",-0.3,0.7
"1126",-0.2,0.7
"1127",-0.0999999999999999,0.7
"1128",0,0.7
"1129",0.1,0.7
"1130",0.2,0.7
"1131",0.3,0.7
"1132",0.4,0.7
"1133",0.5,0.7
"1134",0.6,0.7
"1135",0.7,0.7
"1136",0.8,0.7
"1137",0.9,0.7
"1138",1,0.7
"1139",1.1,0.7
"1140",1.2,0.7
"1141",1.3,0.7
"1142",1.4,0.7
"1143",1.5,0.7
"1144",1.6,0.7
"1145",1.7,0.7
"1146",1.8,0.7
"1147",1.9,0.7
"1148",2,0.7
